trial_id,response_cache_path,prior_family,prior_scale,poly_model,degree,include_intercept,n_candidates,n_trajectories,n_timebins,basis_dim,ridge,mean_cv_r2_energy,median_cv_r2_energy,mean_train_r2_energy,median_coef_s2_over_s1,median_coef_s3_over_s1
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,linear,1,False,4,16,40,10,1e-06,-0.0022039999080383788,-0.002251341357164649,0.0042446531211884075,0.007278519010373113,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,quadratic,2,False,4,16,40,10,1e-06,0.576927646341567,0.5707726394938051,0.5875062619258279,0.0021736062018488955,3.903448345163832e-05
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,cubic,3,False,4,16,40,10,1e-06,0.5815298423549339,0.5802092329518371,0.6020722407881322,0.06824316235017679,0.0005799918223818525
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,affine_linear,1,True,4,16,40,10,1e-06,0.31913412915210404,0.3235431927901759,0.38592359801828774,0.09275842156302999,0.005731351572739794
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,affine_quadratic,2,True,4,16,40,10,1e-06,0.6763995329905194,0.6732714364199308,0.6975166266996705,0.003124426636676266,0.0005829929892992965
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,linear,1,False,4,16,40,10,1e-06,-0.0006886883259751841,0.00019626879089479354,0.0055708585436213265,0.004398227067277485,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,quadratic,2,False,4,16,40,10,1e-06,0.5659803841532007,0.5649139490905998,0.5735296047949079,0.0013745375910868916,3.5965757210994914e-05
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,cubic,3,False,4,16,40,10,1e-06,0.57074333243634,0.5778673405989256,0.586038102935935,0.04840454307496772,0.00039854568851428686
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,affine_linear,1,True,4,16,40,10,1e-06,0.35399283921910496,0.32920142264439484,0.408661076653526,0.06014734114066989,0.003939418085037562
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,affine_quadratic,2,True,4,16,40,10,1e-06,0.6830053370043654,0.6710784030959924,0.7003222676876247,0.001818829370242021,0.0005779658212555676
