trial_id,response_cache_path,prior_family,prior_scale,candidate_index,filter_model,filter_family,filter_parameter,n_trajectories,n_timebins,basis_dim,ridge,train_r2_energy,cv_r2_energy,mean_fold_r2_energy,coef_singular1,coef_singular2,coef_s2_over_s1,A_singular1_median,A_singular2_median,A_singular2_p10,A_anisotropy_median,A_condition_median,A_log10_condition_median,A_area_median,A_rank1_fraction_anisotropy_lt_0p1,A_rank1_fraction_anisotropy_lt_0p2
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,0,instant,delay,0.0,16,40,10,1e-06,0.004355484512391983,-0.002282063503696863,-0.001031576195133277,0.035389475214831274,0.00044310361767444043,0.012520773901974714,0.035389475214831274,0.00044310361767444043,0.00044310361767444043,0.012520773901974714,79.86726761692302,1.902368826798926,1.5681204495291683e-05,1.0,1.0
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,0,delay1,delay,1.0,16,40,10,1e-06,0.009655182148569419,-0.0013354911197553943,0.0006070143508192516,0.05326448086452708,0.0003267917237142131,0.006135265347753514,0.05326448086452708,0.0003267917237142131,0.0003267917237142131,0.006135265347753514,162.99213535501926,2.2121666494694825,1.7406391514461526e-05,1.0,1.0
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,0,delay2,delay,2.0,16,40,10,1e-06,0.016351756517464344,0.00266015453328039,0.003835348803145261,0.06956186989082852,0.00025402810018883797,0.0036518296674243177,0.06956186989082852,0.00025402810018883797,0.00025402810018883797,0.0036518296674243177,273.8353349063273,2.437489487496687,1.7670669653950298e-05,1.0,1.0
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,0,delay3,delay,3.0,16,40,10,1e-06,0.025103903664503657,0.00728227145915783,0.004782044616102821,0.08624094623558218,0.00012798465952945493,0.0014840358914875833,0.08624094623558218,0.00012798465952945493,0.00012798465952945493,0.0014840358914875833,673.8381502334216,2.8285555954946524,1.1037518141459013e-05,1.0,1.0
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,0,delay4,delay,4.0,16,40,10,1e-06,0.042033626645319955,0.02120108466271242,0.010102439792002843,0.11217073930017268,0.00015977796529182108,0.0014244175110966315,0.11217073930017268,0.00015977796529182108,0.00015977796529182108,0.0014244175110966315,702.0413552976609,2.8463626959596677,1.7922412490660903e-05,1.0,1.0
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,0,delay6,delay,6.0,16,40,10,1e-06,0.09528050358502194,0.06849065358217477,0.023225563449682435,0.1679140142113582,0.00019442794549562182,0.0011579018368942677,0.1679140142113582,0.00019442794549562182,0.00019442794549562182,0.0011579018368942677,863.6310679687728,2.9363282571044222,3.264717680303702e-05,1.0,1.0
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,0,delay8,delay,8.0,16,40,10,1e-06,0.16278491696488673,0.13166174541019937,0.040225061463826456,0.21720547017593328,0.00020700332212091383,0.000953029967216038,0.21720547017593328,0.00020700332212091383,0.00020700332212091383,0.000953029967216038,1049.2849484273504,3.0208934431266843,4.4962253909253256e-05,1.0,1.0
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,0,box2,boxcar,2.0,16,40,10,1e-06,0.00699677487762751,-0.0020571085599372374,-0.0001226107573407409,0.046150813070930385,0.0003701681798768817,0.008020837667755942,0.046150813070930385,0.0003701681798768817,0.0003701681798768817,0.008020837667755942,124.67525730137093,2.0957802731763464,1.70835624743045e-05,1.0,1.0
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,0,box4,boxcar,4.0,16,40,10,1e-06,0.013765395689692372,0.0007016295885270418,0.002768860155104802,0.0666261888843825,0.0002535626269063375,0.0038057501284719858,0.0666261888843825,0.0002535626269063375,0.0002535626269063375,0.0038057501284719858,262.7602880490479,2.4195597292881375,1.689391147428185e-05,1.0,1.0
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,0,box8,boxcar,8.0,16,40,10,1e-06,0.04634577750263835,0.02603707822660084,0.018579077452934245,0.12796309888155544,0.00012730391439585238,0.000994848636118814,0.12796309888155544,0.00012730391439585238,0.00012730391439585238,0.000994848636118814,1005.1780378382814,3.0022429911124973,1.6290203385845527e-05,1.0,1.0
